Matthew Sharpe,sleeping father  the 
Evan Thomas,sea of thunder: four commanders and the last great naval campaign  1941-1945 
Rebecca Miller,personal velocity 
Renata Adler,Speedboat 
Jason Goodwin,greenback 
William E Burrows,by any means necessary 
David Quammen,spillover 
Raymond D Strother,falling up 
Kate Bolick,spinster 
Rud,spirit seeker 
Martin Corrick,navigation log  the 
John Updike,gertrude and claudius 
Ron Suskind,price of loyalty  the 
United State,stalin's daughter 
Billy Collins,sailing alone around the room 
Alan Furst,spies of warsaw  the 
Charles Seife,alpha and omega 
Michael Callahan Kate Alcott,sweetheart  the 
James Mccourt,wayfaring at waverly in silver lake: stories 
Jerome Charyn,bronx boy: a memoir 
David Foster Wallace,oblivion 
Patricia Marx,starting from happy 
Elizabeth Spencer,starting over 
Myla Goldberg,false friend  the 
Jorie Graham,never: poems 
Emily St John Mandel,Station Eleven 
Stephen Jay Gould,triumph and tragedy in mudville 
Dan Chaon,Stay Awake 
Tom Barbash,stay up with me 
Paul Griffin,Stay With Me 
Lee Smith,strong horse  the: power  politics  and the clash of arab civilizations 
Eric Lichtblau,Bush‰Ûªs Law 
Alec Foege,right of the dial 
Daniel Mason,far country  a 
German,crime: stories 
Stephen King,finders keepers 
Stephen King,mr mercedes 
Stephen King,revival 
Stephen King,Doctor Sleep 
Nicholas Dawidoff,Crowd Sounds Happy  The 
Madhur Jaffrey,climbing the mango trees 
Steven Pinker,sense of style  the 
Calvin Trillin,about alice 
Emily Bazelon,sticks and stones 
Naomi Klein,shock doctrine  the: the rise of disaster capitalism 
Irvine Welsh,porno 
Susan Antilla,tales from the boom-boom room 
Margaret Atwood,stone mattress 
Amelia Earhart,amelia earhart: this broad ocean 
Stephen S Hall,size matters: how height affects the health  happiness  and success of boys ‰ÛÓ and the men they become 
Nigel Hamilton,averaged american  the: surveys  citizens  and the making of a mass public 
Elizabeth Wurtzel,more  now  again: a memoir of addiction 
Marcel Theroux,Strange Bodies 
Robb Forman Dew,evidence against her  the 
Nazis 1945,strange glory 
Christian Caryl,strange rebels 
Pagan Kennedy,black livingstone 
Marina Warner,Stranger Magic: Charmed States and the Arabian Nights 
Patricia Highsmith,small g: a summer idyll 
Ignacio Padilla,shadow without a name 
Taylor Antrim,headmaster ritual  the 
Alex Garland,coma  the 
David Grossman,someone to run with 
James J Cramer,confessions of a street addict 
Timothy F Geithner,stress test 
Charles Seife,proofiness: the dark arts of mathematical deception 
Derek Bok,trouble with government  the 
Orlando Figes,natasha's dance: a cultural history of russia 
Martha Southgate,fall of rome  the 
Samrat Upadhyay,guru of love  the 
Mark Miodownik,stuff matters 
David Davidar,house of blue mangoes  the 
Norman Rush,Subtle Bodies 
David Brooks,on paradise drive 
Seth Rosenfeld,subversives 
John Feinstein,punch  the 
Etgar Keret,Suddenly  a Knock on the Door 
Aharon Appelfeld,Suddenly  Love 
Sue Halpern,dog walks into a nursing home  a 
Sue Johnson,love sense 
Andrea Stuart,sugar in the blood 
Suki Kim,without you  there is no us 
Norman Davies,no simple victory: world war ii in europe  1939-1945 
University Pat Summitt,sum it up 
Sara Pennypacker,Summer of the Gypsy Moths 
Dean Bakopoulos,summerlong 
Larry Tye,superman 
Robert T Pennock,intelligent design creationism and its critics 
Donald L Miller,supreme city 
Susan Casey,voices in the ocean 
Susann Cokal,kingdom of little wounds  the 
Tracy Kidder,Strength in What Remains 
Maria Flook,invisible eden 
Steven Emerson,american jihad: the terrorists living among us 
Allen Say,boy in the garden  the 
John Green,black rabbit summer 
Bryan Burrough,Big Rich  The 
Sally Denton,passion and principle: john and jessie frÌ©mont  the couple whose power  politics  and love shaped nineteenth- century america 
Judy Collins,sweet judy blue eyes 
Ian McEwan,Sweet Tooth 
Stephan Eirik Clark,Sweetness #9 
Deborah Levy,Swimming Home 
Frank Conroy,dogs bark  but the caravan rolls on 
Amanda Hocking,Switched 
John Grisham,Sycamore Row 
Louis V Jr Gerstner,who says elephants can't dance? 
Tom Piazza,city of refuge 
Tao Lin,Taipei 
John Grisham,summons  the 
Franz Kafka,amerika:  the man who disappeared) 
Brando Skyhorse,take this man 
Alan M Dershowitz,taking the stand 
Gao Xingjian,one man's bible 
Sabina Murray,tales of the new world 
Jonathan Conlin,tales of two cities 
Virginia Rounding,grandes horizontales 
John Mcwhorter,doing our own thing 
Julian Barnes,love  etc 
Amy Tan,bonesetter's daughter  the 
Glen Duncan,Talulla Rising 
Yann Martel,life of pi 
John Updike,widows of eastwick  the 
Tim Mackintosh-smith,travels with a tangerine 
Hilton Als,tango 
Chloe Hooper,child's book of true crime  a 
Martin Cruz Smith,tatiana 
Alexis Turner,Taxidermy 
Bernhard Schlink,self‰Ûªs deception 
Barry Hannah,long  last  happy 
Dennis Lehane,coronado: stories 
Madeline Levine,teach your children well 
Lisa Lerner,just like beauty 
Peter Gottschalk,Islamophobia 
Frances Itani,tell 
George Saunders,tenth of december 
Francine Prose,lives of the muses  the 
Stephen W Sears,gettysburg 
Dani Shapiro,family history 
Tessa Hadley,Clever Girl 
David Grand,disappearing body  the 
John T Mcgreevy,catholicism and american freedom: a history 
Deborah McKinlay,That Part Was True 
Marc Bojanowski,dog fighter  the 
Juliana (1966- ) Spahr,winter the wolf came  the 
Dan Josefson,That's Not a Feeling 
Rick Yancey,5th wave  the 
Jeffrey Skinner,6.5 practices of moderately successful poets  the 
David Halberstam,war in a time of peace: bush  clinton  and the generals 
Joyce Carol Oates,accursed  the 
Trisha Meili,i am the central park jogger 
Steve Fraser,age of acquiescence  the 
Robert Harris,pompeii 
Graham Robb,strangers: homosexual love in the nineteenth century 
Andrew Smith,alex crow  the 
Paul Starr,creation of the media  the 
Rose Tremain,american lover  the 
Gail Collins,america's women 
Martin Amis,war against cliche  the 
Michael Sims,adam's navel 
Adrian Raine,anatomy of violence  the 
Robyn Cadwallader,anchoress  the 
Don DeLillo,angel esmerelda  the 
Ken Ham,Anointed  The: Evangelical Truth in a Secular Age 
Edmund Stump,roof at the bottom of the world  the 
Greg Baxter,apartment  the 
Maile Meloy,apothecary  the 
Rupa Bajwa,sari shop  the 
Elif Shafak,architect's apprentice  the 
Sue Miller,arsonist  the 
Aidan Hartley,zanzibar chest  the 
Victor Saul Navasky,art of controversy  the 
Geoff Dyer,yoga for people who can't be bothered to do it 
Martin Kippenberger,Kippenberger: The Artist and His Families 
Anita Desai,artist of disappearance  the 
Hilary Mantel,assassination of margaret thatcher  the 
Kate Christensen,astral  the 
Witold Pilecki,auschwitz volunteer  the 
Ben Yagoda,b side  the 
Lawrence Osborne,ballad of a small player  the 
Richard Overy,interrogations: the nazi elite in allied hands 
Hector Tobar,the barbarian nurseries 
Bernard Bailyn,barbarous years  the 
Gianfranco Malafarina,basilica of st francis in assisi  the 
Robert Newman,fountain at the center of the world  the 
Robin (1965- ) Givhan,battle of versailles  the 
Salman Rushdie,fury 
James Campbell,this is the beat generation 
Helen (1971- ) Phillips,beautiful bureaucrat  the 
Stephen Raleigh Byler,searching for intruders: a novel in stories 
Laline Paull,bees  the 
Anne Tyler,The Beginner's Goodbye 
David Deutsch,beginning of infinity  the 
Charles Murray,human accomplishment 
David Bezmozgis,betrayers  the 
Steven Pinker,better angels of our nature 
David Quammen,monster of god 
Kevin Baker,big crowd  the 
Evelyn Fox Keller,making sense of life 
David Thomson,big screen  the 
Jim Harrison,big seven  the 
Alice Greenway,bird skinner  the 
Patrick Neate,london pigeon wars  the 
Euny Hong,birth of korean cool  the 
Siri Hustvedt,blazing world  the 
John (1948- ) Benditt,boatmaker  the 
Richard Overy,bombers and the bombed  the 
David Stephen Mitchell,bone clocks  the 
Jim Shepard,book of aron  the 
Isaiah Berlin,letters  1928-1946 
Benjamin Cheever,selling ben cheever 
Steve Stern,book of mischief  the 
Craig Holden,jazz bird  the 
Adam Bellow,in praise of nepotism: a natural history 
Roger Rosenblatt,boy detective  the 
Henry Petroski,paperboy 
Thomas Perry,demonologist  the 
David Halberstam,teammates  the 
Robert (1908-2004) Merle,brethren  the 
Dayo Olopade,bright continent  the 
Judy Sternlight,brown reader  the 
Robert Coover,brunist day of wrath  the 
Julie Otsuka,Buddha in the Attic  The 
Brian Hart,bully of order  the 
Elizabeth Strout,burgess boys  the 
Jennifer Margulis,business of baby  the 
John Steele Gordon,thread across the ocean  a 
Olen Steinhauer,cairo affair  the 
Kathryn Davis,versailles 
Samuel L Popkin,candidate  the 
Michael Ondaatje,cat's table  the 
James C,fighting for the press 
Linda Urban,center of everything  the 
Ted Genoways,chain  the 
Laura Moriarty,chaperone  the 
Peter Carey,chemistry of tears  the 
Ian McEwan,children act  the 
Ann Packer,children's crusade  the 
Thomas J (1962- ) Christensen,china challenge  the 
Dave Eggers,circle  the 
Geoff Nicholson,city under the skin  the 
Marcus Aurelius Antoninus,meditations of marcus aurelius 
Catherine Millet,sexual life of catherine m  the 
Hillel Halkin,across the sabbath river 
Joyce Carol Oates,garden of earthly delights  a 
Norman Podhoretz,prophets  the: who they were  what they are 
Tom Paulin,invasion handbook  the 
Anthony Julius,transgressions: the offenses of art 
Michel Houellebecq,platform 
Robert Warshow,immediate experience  the 
William Shakespeare,henry v 
Arturo Perez-reverte,queen of the south  the 
James Cain,cocktail waitress  the 
Linn Ullmann,cold song  the 
Robert Olmstead,coldest night  the 
Dan Fesperman,small boat of great sorrows  the 
Aimee Bender,color master  the 
Frederick Busch,memory of war  a 
James Purdy,complete short stories of james purdy  the 
Steven Galloway,confabulist  the 
Darin Strauss,real mccoy  the 
Joyce Carol Oates,i'll take you there 
Roger (1976- ) White,contemporaries  the 
Gary Wolf,wired: a romance 
Amanda Bennett,cost of hope  the 
Sandra Newman,country of ice cream star  the 
Peter Beinart,the crisis of zionism 
Kwame Alexander,crossover  the 
Adam Zagajewski,without end: new and selected poems 
Jesse Ball,curfew  the 
Ian Frazier,cursing mommy's book of days  the 
Harold Bloom,daemon knows  the 
Joe Nick Patoski,dallas cowboys  the 
Alexandra Fuller,don't let's go to the dogs tonight 
Charles R Morris,dawn of innovation  the 
Armistead Maupin,days of anna madrigal  the 
Robert Chalmers,who's who in hell 
Adam Tooze,deluge  the 
Donald Ray Pollock,devil all the time  the 
Victor D LaValle,devil in silver  the 
Josh Ostergaard,devil's snake curve  the 
Cynan (1975- ) Jones,dig  the 
Herman Koch,dinner  the 
Elizabeth Nunez,discretion 
Dan Chaon,among the missing 
Glyn Williams,voyages of delusion: the quest for the northwest passage 
Peter Mountford,dismal science  the 
Chantel Acevedo,distant marvels  the 
Allan Gurganus,practical heart  the: four novellas 
Vendela Vida,diver's clothes lie empty  the 
Matt Taibbi,divide  the 
Susan Rieger,divorce papers  the 
Elizabeth Benedict,almost 
Kathleen Ossip,do-over  the 
Joseph O'Neill,dog  the 
Elizabeth Marshall Thomas,social lives of dogs  the 
Mark Schatzker,dorito effect  the 
Frederick Taylor,downfall of money  the 
Rosalie (1955- ) Ham,dressmaker  the 
Czeslaw Milosz,new and collected poems: 1931-2001 
Louis Bernieres,dust that falls from dreams  the 
William T Vollmann,dying grass  the 
Lance Morrow,evil: an investigation 
Jonathan Lethem,Ecstasy of Influence  The 
Michael Pye,edge of the world  the 
Thomas Mallon,bandbox 
Ronald Jager,fate of family farming  the 
Donald Antrim,emerald light in the air  the 
Leslie Jamison,empathy exams  the 
Ian Buruma,inventing japan: 1853-1964 
Warren Zimmerman,first great triumph 
Hugh Thomson,white rock  the: an exploration of the inca heartland 
Stacey D'erasmo,seahorse year  a 
Hanna Rosin,end of men  the 
Joel K Jr (1962- ) Bourne,end of plenty  the 
Marc Reisner,dangerous place  a 
Elizabeth Graver,end of the point  the 
John Barth,coming soon!!!: a narrative 
Dominic Lieven,end of tsarist russia  the 
Will Schwalbe,end of your life book club  the 
David Horovitz,still life with bombers: israel in the age of terrorism 
Richard Ben Cramer,how israel lost: the four questions 
Andrea (Author) Gillies,enlightenment of nina findlay  the 
Ernest Hemingway,ernest hemingway audiobook library  the 
Noam Chomsky,hegemony or survival: america's quest for global dominance 
David J Morris,evil hours  the 
Stephen Jay Gould,structure of evolutionary theory  the 
Steven Pinker,blank slate  the 
David Rains Wallace,beasts of eden 
Nathaniel Philbrick,sea of glory 
Francois Bizot,gate  the 
Nicholson Baker,checkpoint 
Anna Freeman,fair fight  the 
Robert Katz,battle for rome  the 
Mark Z Danielewski,familiar  the 
Jim Harrison,true north 
Ann Rower,lee and elaine 
William Joyce,fantastic flying books of mr morris lessmore  the 
Rebecca Solnit,faraway nearby  the 
Henry Cowell,essential cowell: selected writings on music 
Robert Harris,Fear Index  The 
Mark Z Danielewski,fifty year sword  the 
Antony Beevor,fall of berlin 1945  the 
Meg Wolitzer,fingertips of duncan dorfman  the 
Miranda July,first bad man  the 
Alex Kershaw,bedford boys  the 
Lesley Hazleton,first muslim  the 
Tyler Anbinder,five points 
Chigozie Obioma,fishermen  the 
Anne Courcy,fishing fleet  the 
Joseph Finder,fixer  the 
Garry Wills,venice: lion city: the religion of empire 
Richard Pollak,colombo bay  the 
Bernd Heinrich,winter world: the ingenuity of animal survival 
Heidi Julavits,folded clock  the 
Anuradha Roy,folded earth  the 
Robert L Trivers,folly of fools  the 
Alexander Stille,force of things  the 
Tatjana Soli,forgetting tree  the 
James Grant,forgotten depression  the 
Anne Enright,forgotten waltz  the 
Tho,forsaken  the 
Bernard Bailyn,to begin the world anew 
Jennifer L Holm,fourteenth goldfish  the 
Violet Kupersmith,frangipani hotel  the 
Willy Vlautin,free  the 
Andrew Hussey,french intifada  the 
Sam Lipsyte,fun parts  the 
Al Gore,future  the 
Erich Segal,death of comedy  the 
Ciaran Collins,gamal  the 
Tan Twan Eng,garden of evening mists  the 
Dale Peck,garden of lost and found  the 
Michael F Brown,who owns native culture? 
David Leavitt,marble quilt  the: stories 
Jean M Humez,bound for the promised land 
Thomas E Ricks,generals  the 
Gregg Herken,georgetown set  the 
Ali Smith,hotel world 
Catherine (1986- ) Disabato,ghost network  the 
Valerie Martin,ghost of the mary celeste  the 
Gaby Wood,edison's eve 
Gabriel Garcia Marquez,living to tell the tale 
Jessica (1970- ) Lahey,gift of failure  the 
Roman Polanski 1,girl  the 
Roger Cohen,girl from human street  the 
Bobbie Ann Mason,girl in the blue beret  the 
Mary Lawson,crow lake 
Julie Kavanagh,girl who loved camellias  the 
Marian M (1955- ) Palaia,given world  the 
Nicholas Carr,glass cage  the 
Nega Mezlekia,god who begat a jackal  the 
Jedediah Purdy,being america 
Michelle (1975- ) Goldberg,goddess pose  the 
Yohanan Petrovsky-Shtern,golden age shtetl  the 
Joe Pic,guilty one  the 
Hugh (1931- ) Thomas,the golden empire: spain  charles v  and the creation of america 
Helene Wecker,golem and the jinni  the 
William Shawcross,allies: the us  britain  europe  and the war in iraq 
Terryl L Givens,by the hand of mormon 
John Kelly,graves are walking  the 
Bernie Krause,great animal orchestra  the 
Zac Bissonnette,great beanie baby bubble  the 
Alan M Dershowitz,shouting fire: civil liberties in a turbulent age 
Timothy Noah,great divergence  the 
Marc Nesbitt,gigantic: stories 
Josh Weil,great glass sea  the 
Alan Ehrenhalt,great inversion  the 
Blaine Harden,great leader and the fighter pilot  the 
Jim Harrison,great leader  the 
Ann Wroe,perfect prince  the 
James Astill,great tamasha  the 
Sharon Creech,great unexpected  the 
Sally Denton,american massacre 
Peter Ackroyd Thomas Dunne/St,rebellion 
Panos Karnezis,little infamies: stories 
Anne Enright,green road  the 
Natalie Bakopoulos,green shore  the 
Kevin Young,grey album  the: on the blackness of blackness 
Leah Hager Cohen,grief of others  the 
Jay Rayner,eating crow 
Iain Calder,untold story  the 
Rick Atkinson,guns at last light  the 
John Keegan,iraq war  the 
Roddy Doyle,guts  the 
Tendai (Author) Huchu,hairdresser of harare  the 
Edward E Baptist,half has never been told  the 
Harold Bloom,genius 
Patrick White,hanging garden  the 
David Giffels,hard way on purpose  the 
Jeremy Waldron,harm in hate speech  the 
George Minot,blue bowl  the 
Ann Brashares,here and now  the 
Anna Quindlen,blessings 
Met Constance C,infinite jest: caricature and satire... 
Jessica Grogan,seward 
Stephen King,everything's eventual 
John Keay,sowing the wind: the seeds of conflict in the middle east 
Diane Ackerman,human age  the 
Jean Thompson,humanity project  the 
Sidney Perkowitz,digital people: from bionic humans to androids 
Herta Muller,hunger angel  the 
Yasushi In,hunting gun  the 
Alec Wilkinson,Ice Balloon  The: S. A. Andree and the Heroic Age of Arctic Exploration 
Jon Gertner,idea factory  the 
Gordon S Wood,idea of america  the: reflections on the birth of the united states 
Andrew O'Hagan,illuminations  the 
Andrew Sean Greer,impossible lives of greta wells  the 
Nancy Richler,imposter bride  the 
Paul Roberts,impulse society  the 
Susan (1978- ) Barker,incarnations  the 
Christopher Hitchens,why orwell matters 
Alexandra Fuller,scribbling the cat: travels with an african soldier 
Javier Marias,infatuations  the 
Orhan Pamuk,innocence of objects  the 
Walter Isaacson,innovators  the 
Lawrence Lessig,free culture 
Edmund Burke  David Bromwich,intellectual life of edmund burke  the 
Meg Wolitzer,interestings  the 
Vanessa Manko,invention of exile  the 
Andrew Pettegree,invention of news  the 
Sue Monk Kidd,invention of wings  the 
Thomas Mcmahon,ira foxglove 
Yochi Dreazen,invisible front  the 
William H Gass,tests of time 
Donald Justice,collected poems by donald justice 
Albert Vigoleis Thelen,island of second sight  the 
Simon Winchester,krakatoa: the day the world exploded: august 27  1883 
John Edward Francis Hooper,italians  the 
John Vaillant,jaguar's children  the 
Andrew Hudgins,joker  the 
Steven Serafin (Brooklyn Acad,BAM: The Complete Works 
Emily Yellin,our mothers' war 
Garrison Keillor,keillor reader  the 
George F Kennan,kennan diaries  the 
James Scott,kept  the 
Sapphire,kid  the 
William F Jr Buckley,elvis in the morning 
Craig Unger,house of bush  house of saud 
Stephanie Reents,kissing list  the 
John Burnham Schwartz,claire marvel 
Michael Frayn,spies 
Armand Marie Leroi,lagoon  the 
Norman Manea,lair  the 
Grace McCleen,land of decoration  the 
Chris Colfer,land of stories  the 
Matthew Pearl,last bookaneer  the 
Niall Ferguson,colossus: the price of america's empire 
Farah Pahlavi,enduring love  an 
Daniel Torday,last flight of poxl west  the 
Tatjana Soli,last good paradise  the 
Gil Scott-Heron,Last Holiday  The 
Nicholas Dawidoff,fly swatter  the 
Toni Morrison,love 
Julie Otsuka,when the emperor was divine 
Alan Furst,blood of victory 
Tom Franklin,hell at the breech 
Victor Davis Hanson,peloponnesian war  the 
David Denby,american sucker 
Christopher Alexander,timeless way of building  the 
Richard Leig Michael Biagent,holy blood  holy grail 
Thomas A Harris,i'm o.k.--you're o.k. 
David Bezmozgis,natasha: and other stories 
Denis Johnson,laughing monsters  the 
Thane Rosenbaum,myth of moral justice  the 
Richard A Posner,law  pragmatism  and democracy 
Caleb Carr,legend of broken  the 
Arthur Jr Schlesinger,letters of arthur schlesinger  jr  the 
Robert Frost,letters of robert frost  the: volume 1  1886-1920 
William Gaddis,letters of william gaddis  the 
Mary Gordon,liar's wife  the 
Michel Delon,libertine  the 
Steven Parissien,life of the automobile  the 
Doris Lessing,sweetest dream  the 
Charlotte Rogan,lifeboat  the 
John D'Agata,Lifespan of a Fact  The 
Elizabeth Alexander,light of the world  the 
Raja Shehadeh,strangers in the house 
Vartan Gregorian,road to home  the 
George M Oswald,all that counts 
Victoria Patterson,little brother  the 
Margaret Fuller,Lives of Margaret Fuller  The 
Neel Mukherjee,lives of others  the 
Matt Pena,living  the 
Walter Mosley,man in my basement  the 
Andrew Sheehan,chasing the hawk 
Brian Castner,long walk  the 
Dilip Hiro,longest august  the 
Andrew McCarthy,longest way home  the 
Tom (Journalist) Burgis,looting machine  the 
Linda Przybyszewski,lost art of dress  the 
Caryl Phillips,lost child  the 
Edna O'Brien,love object  the 
Amanda (1965- ) Coe,love she left behind  the 
Mary-Beth Hughes,loved ones  the 
Paul Theroux,lower river  the 
Sara Zarr,lucy variations  the 
Sofka Zinovieff,mad boy  lord berners  my grandmother and me  the 
Brian Morton,window across the river  a 
Hjalmar Soderberg,serious game  the 
Lev Grossman,magician king  the 
Lev Grossman,magician's land  the 
Kimberly Cutter,Maid  The 
Art Spiegelman,maus 
James Chace,1912
Aleksandar Hemon,making of zombie wars  the 
Irene Gammel,baroness elsa 
Tom Wolfe,hooking up 
Beryl Bainbridge,according to queeney 
James Wood,book against god  the 
Maud Casey,man who walked away  the 
Jill Lepore,mansions of happiness  the 
William P Jones,march on washington  the 
Sibylle Knauss,eva's cousin 
Camille Pissarro‰Ûª,marriage of opposites  the 
Mary-beth Hughes,wavemaker ii 
Seth Koven,match girl and the heiress  the 
David Bergen,matter with morris  the 
Michael Wolff,autumn of the moguls 
William Dalrymple,return of a king 
Eliza Factor,Mercury Fountain  The 
Philip Hensher,mulberry empire  the 
Jami Attenberg,middlesteins  the 
Mary S Lovell,sisters  the: the saga of the mitford family 
Manuel Gonzales,miniature wife  the 
Hooman Majd,ministry of guidance invites you to not stay  the 
Tom Carson,gilligan's wake 
Matt Ruff,Mirage  The 
Philip Hensher,missing ink  the 
Alan Queiroz,monkey's voyage  the 
Mary Pilon,monopolists  the 
Laila Lalami,moor's account  the 
Lawrence Norfolk,in the shape of a boar 
Matthew Scully,dominion 
Ian Ousby,road to verdun  the 
Mark Hyman,most expensive game in town  the 
Nora Ephron,most of nora ephron  the 
Judith Hooper,of moths and men 
Jennifer Gilmore,mothers  the 
David Thomson,new biographical dictionary of film  the 
Josef Joffe,myth of america's decline  the 
David Keeps,national enquirer  the 
Michel Faber,crimson petal and the white  the 
Eric Lichtblau,nazis next door  the 
David Sloan Wilson,neighborhood project  the 
Juan Cole,new arabs  the 
Martha C Nussbaum,new religious intolerance  the 
Padgett Powell,mrs hollingsworth's men 
Stephen Kinzer,crescent and star: turkey between two worlds 
Nell Freudenberger,newlyweds  the 
Joan Wickersham,news from spain  the 
Annie Proulx,that old ace in the hole 
Bob Costas,100 yards of glory 
Alex Berenson,night ranger  the 
Clyde Edgerton,night train  the 
Michael (1947- ) Schmidt,novel  the 
Jim Knipfel,buzzing  the 
Jeffrey Toobin,oath  the 
Peter Behrens,O'Briens  The 
Julene Bair,ogallala road  the 
Nancy Lemann,malaise 
Robert Macfarlane,old ways  the 
Bill Ayers,fugitive days 
Ron Lieber,opposite of spoiled  the 
David R,indies enterprise  the 
Robert O Paxton,anatomy of fascism  the 
Neal Stephenson,quicksilver 
Francesca Marciano,other language  the 
Ned Vizzini,other normals  the 
Thomas L Friedman,longitudes and attitudes 
Daniel Woodrell,Outlaw Album  The 
Jimmy Connors,outsider  the 
Arlie Russell Hochschild,outsourced self  the 
Martin Windrow,owl who liked sitting on caesar  the 
Renee Askins,shadow mountain 
Peter Heller,painter  the 
Mark Frost,paladin prophecy  the 
Jenni Fagan,panopticon  the 
Max Byrd,paris deadline  the 
Joan Breton Connelly,parthenon enigma  the 
Annabel Davis-goff,fox's walk  the 
Peter Orner,esther stories 
Benedict Kiely,collected stories of benedict kiely  the 
Eric J Topol,patient will see you now  the 
Richard Davenport-hines,pursuit of oblivion  the 
Hanya Yanagihara,people in the trees  the 
Astra Taylor,people's platform  the 
Lorian Hemingway,world turned over  a 
Salman Rushdie,step across this line 
Joe Queenan,true believers: the tragic inner life of sports fans 
Joanna Scott,tourmaline 
Martha C Nussbaum,upheavals of thought 
James Owen Weatherall,physics of wall street  the 
Louise Welsh,cutting room  the 
Steve Stern,pinch  the 
Karen Karbo,stuff of life  the: a daughter's memoir 
Frank Kermode (s),age of shakespeare  the 
Kim Zupan,ploughmen  the 
Derek Walcott,poetry of derek walcott 1948-2013  the 
Jacob (1981- ) Rubin,poser  the 
Kaui Hart Hemmings,possibilities  the: a novel 
Charles Duhigg,power of habit  the 
Umberto Eco,prague cemetery  the 
Romesh Gunesekera,heaven's edge 
Sidney Blumenthal,clinton wars  the 
Lucinda Rosenfeld,pretty one  the 
Simon Schama,history of britain  a 
Melissa Fay Greene,last man out: the story of the springhill mine disaster 
Joseph E Stiglitz,price of inequality  the 
William D Cohan,price of silence  the 
Steven (1953- ) Mintz,prime of life  the 
Dale Russakoff,prize  the 
David Brion Davis,problem of slavery in the age of emancipation  the 
Alan Huffman,mississippi in africa 
Murad Kalam,night journey 
Jill Abramson,puppy diaries  the 
David Leavitt,body of jonah boyd  the 
Paul Hofmann,vatican's women  the 
Barry Unsworth,Quality of Mercy  The 
Francine Plessix Gray,queen's lover  the 
Daniel Yergin,quest  the 
Stephen King,wolves of the calla: the dark tower v 
Lauren Owen,quick  the 
Susan Sontag,where the stress falls: essays 
Van Reid,peter loon 
Teresa Carpenter,miss stone affair  the 
Maggie Stiefvater,raven boys  the 
Anne Ursu,real boy  the 
Bernard Lewis,what went wrong? 
Hillary Rodham Clinton,living history 
William F Jr Buckley,nuremberg: the reckoning 
Japanese 1 Naoki Higashida,reason i jump  the 
William (1945- ) Klaber,rebellion of miss lucy ann lobdell  the 
Mark Haddon,red house  the 
Mary Beth Norton,in the devil's snare 
Iain McCalman,reef  the 
Pago Ignacio Taibo Ii,returning as shadows 
Lawrence Osborne,accidental connoisseur  the 
Mark Haddon,curious incident of the dog in the night-time  the 
Azar Nafisi,republic of imagination  the 
Jill Lepore,a is for american 
Robert D Kaplan,revenge of geography  the 
Jonathan Evison,revised fundamentals of caregiving  the 
Liza Mundy,richer sex  the 
Greg (1961- ) Steinmetz,richest man who ever lived  the 
Christopher Tilghman,right-hand shore  the 
Robert B Reich,i'll be short: essentials for a decent working society 
Jonathan Haidt,righteous mind  the 
Aryeh Neier,taking liberties: four decades in the struggle for rights 
Cathy Day,circus in winter  the 
Tom Rachman,rise and fall of great powers  the 
Sherwin B Nuland,lost in america: a journey with my father 
Brandon Sanderson,rithmatist  the 
Charles Revson,war paint 
Jim Harrison,river swimmer  the 
Alan Rabinowitz,beyond the last village 
David Brooks,road to character  the 
Peter Nichols,rocks  the 
Louise Erdrich,round house  the 
Edward Dolnick,rush  the 
Joyce Carol Oates,sacrifice  the 
Susan Choi,american woman 
Leona Francombe,sage of waterloo  the 
Bilal Tanweer,scatter here is too great  the 
Lara Vapnyar,scent of pine  the 
Zoe Heller,what was she thinking? 
William J Broad,Science of Yoga  The 
Marco Roth,scientists  the 
Scott McCloud,sculptor  the 
Rosie Sultan,sea is my brother  the 
Pierre Hadot,what is ancient philosophy? 
Antony Beevor,second world war  the 
James W Pennebaker,secret life of pronouns  the 
Catherine Bailey,secret rooms  the 
Mary Swan,deep  the: and other stories 
Natalie Standiford,secret tree  the 
Christopher Scotton,secret wisdom of the earth  the 
Thomas Powers,intelligence wars 
Julian Barnes,Sense of An Ending  The 
Khaled Hosseini,kite runner  the 
Thomas A Edison,papers of thomas a edison  the: volume 7 
Pascal Quignard,sexual night  the 
Fatima Bhutto,shadow of the crescent moon  the 
Martin Wolf,The Shifts and the Shocks: What Weve Learned  and Have Still to Learn  From the Financial Crisis 
Stephen Taylor,caliban's shore 
Zakes Mda,ways of dying 
Jeff Hobbs,short and tragic life of robert peace  the 
Jeffrey Kluger,sibling effect  the 
Nate Silver,signal and the noise  the 
Ursula Hegi,sacred time 
Jeannette Walls,silver star  the 
Elizabeth Kolbert,sixth extinction  the 
Brendan I Koerner,skies belong to us  the 
Simon Mawer,fall  the 
Susan Hill,The Small Hand and Dolly 
Michael Cunningham,snow queen  the 
Edward O Wilson,social conquest of earth  the 
Edith Grossman,Solitudes  The 
Philipp Meyer,son  the 
Madeline Miller,song of achilles  the 
Margriet De Moor,virtuoso  the 
Mike Heppner,egg code  the 
Ellen Ullman,bug  the 
Juan Gabriel Vasquez,sound of things falling  the 
Zakes Mda,madonna of excelsior  the 
Lauren Oliver,spindlers  the 
Sandra Newman,only good thing anyone has ever done  the 
Blake Bailey,splendid things we planned  the 
Helen Fielding,olivia joules and the overactive imagination 
Amber Dermont,Starboard Sea  The 
