The Natural,Bernard Malamud,Dissatisfaction;!Ambition;!Fate and Free Will;!The Supernatural;!Morality and Ethics;!Jealousy;!Strength and Skill;!Poverty
Nausea,Jean-Paul Sartre,Madness;!Isolation;!Appearances;!Time;!Life, Consciousness, Existence;!Mortality;!Memory and the Past;!Sex
The Necklace,Guy de Maupassant,Wealth;!Women and Femininity;!Pride;!Suffering
Nectar in a Sieve,Kamala Markandaya,Life, Consciousness, and Existence;!Suffering;!Transformation;!Man and the Natural World;!Poverty;!The Home;!Love;!Foreignness and 'The Other';!Women and Femininity;!Power
The Nicomachean Ethics,Aristotle,Happiness;!Society and Class;!Principles;!Friendship;!Justice and Judgment;!Community;!Wisdom and Knowledge;!Life, Consciousness and Existence;!Choice
Night,Elie Wiesel,Family;!Religion;!Lies and Deceit;!Identity;!Mortality;!Freedom and Confinement;!Violence;!Race
No Exit,Jean-Paul Sartre,Isolation;!Lies and Deceit;!Philosophical Viewpoints: Existentialism;!Freedom and Confinement;!Suffering;!Power;!Life, Consciousness, Existence;!Courage
No Longer At Ease,Chinua Achebe,Identity;!Duty;!Lies and Deceit;!Society and Class;!Family;!Marriage;!Dreams, Hopes, Plans;!Love;!Principles;!Isolation
North and South,Elizabeth Gaskell,Society and Class;!Compassion and Forgiveness;!Family;!Love;!The Home;!Pride;!Gender;!Man and the Natural World
Northanger Abbey,Jane Austen,Language and Communication;!Lies and Deceit;!Foolishness and Folly;!Literature and Writing;!Youth;!Gender;!Friendship;!Family;!Society and Class;!Love
A Northern Light,Jennifer Donnelly,Literature and Writing;!Coming of Age;!Dreams, Hopes, and Plans;!Duty;!Women and Femininity;!Marriage;!Race;!Language and Communication;!Society and Class;!Family
The Nose,Nikolai Gogol,Society and Class;!Identity;!The Supernatural;!Fear
Nostromo,Joseph Conrad,Politics;!Wealth;!Foreignness and the "Other";!Religion;!Power;!Race/Ethnicity;!Patriotism;!War/Peace;!Primitivism
Notes from the Underground,Fyodor Dostoevsky,Life, Consciousness, and Existence;!Literature and Writing;!Fate and Free Will;!Philosophical Viewpoints: Existentialism;!Suffering;!Hate;!Isolation;!Society and Class;!Revenge;!Principles
Nothing,Janne Teller,Dissatisfaction;!Death;!Violence;!Sex;!Defeat;!Appearances;!Revenge;!Sacrifice
Number the Stars,Lois Lowry,Friendship;!Courage;!Identity;!Lies and Deceit;!Warfare;!Fear;!Prejudice;!Criminality
O Pioneers!,Willa Cather,Isolation;!Dissatisfaction;!Perseverance;!Gender;!Dreams, Hopes and Plans;!Man and the Natural World;!Society and Class;!Religion;!Youth;!Visions of The Prairie
Obasan,Joy Kogawa,Versions of Reality;!Language and Communication;!The Home;!Prejudice;!Memory and the Past;!Literature and Writing;!Mortality;!Identity
An Occurrence at Owl Creek Bridge,Ambrose Bierce,Versions of Reality;!Time;!Justice and Judgment;!Warfare;!Death
Odour of Chrysanthemums,D.H. Lawrence,Marriage;!Death;!Family;!Fear;!Alcohol;!Time;!Dissatisfaction;!Alienation
The Odyssey,Homer,Fate and Free Will;!Piety;!Justice;!Pride;!Lies and Deceit;!Tradition and Custom;!Suffering;!Principles;!Loyalty;!Perseverance;!Family;!Hospitality
Oedipus at Colonus,Sophocles,Exile;!Suffering;!Old Age;!Supernatural;!Power;!Fate and Free Will;!Rules and Order;!Family
Oedipus the King,Sophocles,Fate and Free Will;!Wisdom and Knowledge;!Determination;!Power;!Memory and the Past
Of Mice and Men,John Steinbeck,Dreams, Hopes, and Plans;!Friendship;!Isolation;!Innocence;!Freedom and Confinement;!Justice;!Visions of America;!Violence;!Prejudice;!Weakness;!Women and Femininity;!Man and the Natural World
The Old Man and the Sea,Ernest Hemingway,Perseverance;!Suffering;!Strength and Skill;!Pride;!Memory and the Past;!Defeat;!Isolation;!Man and the Natural World;!Hunger;!Respect and Reputation;!Luck;!Friendship
Oliver Twist,Charles Dickens,Society and Class;!Poverty;!Criminality;!Religion;!Contrasting Regions;!Fate and Free Will;!Literature and Writing;!Identity
Omeros,Derek Walcott,Memory and the Past;!Suffering;!Slavery;!Pride;!Literature and Writing;!Race;!Language and Communication;!Visions of St. Lucia;!Love;!Hate
On the Road,Jack Kerouac,Dissatisfaction;!Sadness;!Madness;!Admiration;!Drugs and Alcohol;!Sex;!Time;!Friendship;!Spirituality;!Art and Culture;!Visions of America;!Contrasting Regions;!Criminality;!Poverty;!Versions of Reality;!Wisdom and Knowledge
The Once and Future King,T.H. White,Coming of Age;!The Supernatural;!Family;!Love;!Power;!Education;!Fate and Free Will;!War;!Society and Class;!Time
One Came Home,Amy Timberlake,Family;!Violence;!Guilt and Blame;!Strength and Skill;!Dreams, Hopes, and Plans;!Man and the Natural World;!Mortality;!Time
One Crazy Summer,Rita Williams-Garcia,Race;!Friendship;!Youth;!Abandonment;!Prejudice;!Identity;!Art and Culture;!Memory and the Past
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,Power;!Time;!Rules and Order;!Perseverance;!Competition;!Principles;!Memory and the Past;!Dreams, Hopes, and Plans;!Family
One Flew Over the Cuckoos Nest,Ken Kesey,Madness;!Freedom and Confinement;!Manipulation;!Power;!Laws and Order;!Rebellion
One Hundred Years of Solitude,Gabriel Garca Mrquez,Memory and the Past;!The Supernatural;!Family;!Sex;!Warfare;!Fate and Free Will;!Wisdom and Knowledge;!Perseverance;!Love;!Death
One Whole and Perfect Day,Judith Clarke,Family;!Pride;!Identity;!Race;!Women and Femininity;!Dreams, Hopes, and Plans;!Memory and the Past;!Old Age;!Coming of Age;!Versions of Reality
The One and Only Ivan,Katherine Applegate,Identity;!Man vs. the Natural World;!Memory and the Past;!Freedom and Confinement;!Home;!Art and Creativity;!Philosophical Viewpoint: Animal Rights
The Open Boat,Stephen Crane,Man and the Natural World;!Philosophical Viewpoints: Proto-Existentialism;!Brotherhood;!Mortality;!Determination;!Strength and Skill
The Orange Houses,Paul Griffin,Freedom and Confinement;!Friendship;!Life, Consciousness, and Existence;!Suffering;!Foreignness and the "Other";!Drugs and Alcohol;!Language and Communication;!Injustice
Orlando,Virginia Woolf,Identity;!Life, Creation, and Existence;!Memory and the Past;!Society and Class;!Gender;!Literature and Writing;!Time;!Love;!Marriage;!Man and the Natural World
Othello,William Shakespeare,Jealousy;!Race;!Gender;!Sex;!Marriage;!Manipulation;!Warfare;!Hate;!Identity
Other Voices, Other Rooms,Truman Capote,The Supernatural;!Coming of Age;!Mortality;!Isolation;!Lies and Deceit;!Race;!Gender;!Memory and the Past
Our Mutual Friend,Charles Dickens,Family;!Jealousy;!Marriage;!Manipulation;!Drugs and Alcohol;!Society and Class;!Religion;!Education
Our Town,Thornton Wilder,Life, Consciousness, and Existence;!Mortality;!Marriage;!Love;!Visions of America;!Friendship;!Gender;!Choices;!Religion;!Drugs and Alcohol;!Technology and Modernization
Out of Africa,Isak Dinesen,Race;!Memory and the Past;!Religion;!Justice and Judgment;!Change;!Foreignness and 'The Other';!Visions of Kenya;!The Home
Out of the Dust,Karen Hesse,Compassion and Forgiveness;!The Home;!Dissatisfaction;!Guilt and Blame;!Suffering;!Mortality;!Transformation;!Art and Culture;!Poverty;!Perseverance
The Outsiders,S.E. Hinton,Society and Class;!Loyalty;!Love;!Violence;!Isolation;!Appearances;!Education;!Choices
The Overcoat,Nikolai Gogol,Politics;!Dissatisfaction;!Isolation;!The Supernatural
Pamela,Samuel Richardson,Class;!Principles;!Literature and Writing;!Gender;!Pride;!Religion;!Violence;!Marriage
Paperboy,Vince Vawter,Family;!Friendship;!Language and Communication;!Love;!Lies and Deceit;!Drugs and Alcohol;!Courage;!Race;!Coming of Age;!Wisdom and Knowledge
Paradise Lost,John Milton,Fate and Free Will;!Sin;!Pride;!Innocence;!Lies and Deceit;!Revenge;!Language and Communication;!Sex
Paradiso,Dante Alighieri,Language and Communication;!Love;!Rules and Order;!Faith;!Fate and Free Will;!Spirituality;!Education;!Politics;!Time;!Art and Culture
Parrot in the Oven: Mi Vida,Victor Martinez,Family;!Race;!Education;!Fear;!Poverty;!Perseverance;!Violence;!Community
A Passage to India,E.M. Forster,Power;!Justice and Judgment;!Race;!Gender;!Friendship;!Religion;!Life, Consciousness, Existence;!Contrasting Regions
Passion,Alice Munro,Change;!Gender/Women and Femininity;!Sexuality;!Memory and The Past;!Dreams, Hopes, and Plans;!Innocence
Paul's Case: A Study in Temperament,Willa Cather,Art and Culture;!Dreams, Hopes, and Plans;!Lies and Deceit;!Wealth;!Power
The Pearl,John Steinbeck,Greed;!Family;!Wealth;!Good vs. Evil;!Gender;!Primitivity;!Man and the Natural World;!Power;!Religion;!Dreams, Hopes, and Plans;!The Supernatural
Pedro Pramo,Juan Rulfo,Religion;!Memory and the Past;!Violence;!Madness;!Suffering;!Revenge;!The Supernatural;!Gender
The People Could Fly,Virginia Hamilton,Transformation;!Freedom and Confinement;!Memory and the Past;!Suffering
A Perfect Day for Bananafish,J.D. Salinger,Innocence;!Madness;!Spirituality;!Isolation;!Sex
Perfect,Ellen Hopkins,Madness;!Family;!Sex;!Race;!Drugs and Alcohol;!Strength and Skill;!Appearances;!Sexuality and Sexual Identity
Persepolis,Marjane Satrapi,Contrasting Regions: Iran and Everywhere Else in the World;!Women and Femininity;!Coming of Age;!Warfare;!Politics;!Freedom and Confinement;!Fear;!Mortality;!Family;!Religion;!Drugs and Alcohol
Persuasion,Jane Austen,Society and Class;!Marriage;!Family;!Memory and the Past;!Friendship;!Foolishness and Folly;!Gender;!Appearances
The Phantom Tollbooth,Norton Juster,Language and Communication;!Time;!Philosophical Viewpoints;!Freedom and Confinement;!Cunning and Cleverness;!Education;!Versions of Reality;!Exploration
The Piano Lesson,August Wilson,Memory and the Past;!Arts and Culture: Music;!Race;!Slavery;!The Supernatural;!Rules and Order;!Spirituality;!Women and Femininity
The Piazza Tales,Herman Melville,Compassion and Forgiveness;!Exile;!Isolation;!Lies and Deceit;!Literature and Writing;!Passivity;!Race;!Versions of Reality
The Picture of Dorian Gray,Oscar Wilde,Good vs. Evil;!Youth;!Mortality;!Art and Culture;!Innocence;!Morality and Ethics;!Appearances;!Transformation;!Sexuality and Sexual Identity;!Friendship
The Pigman,Paul Zindel,Guilt and Blame;!Lies and Deceit;!Mortality;!Family;!Home;!Old Age;!Youth;!Drugs and Alcohol;!Versions of Reality
Pilgrim at Tinker Creek,Annie Dillard,Suffering;!Isolation;!Man and the Natural World;!Mortality;!Life, Consciousness, and Existence;!Spirituality;!Awe and Amazement;!Exploration
The Pilgrim's Progress,John Bunyan,Choices;!Perseverance;!Respect and Reputation;!Humilty;!Suffering;!Compassion and Forgiveness;!Justice and Judgment;!Religion
Pippi Longstocking,Astrid Ericsson Lindgren,Family;!Education;!Gender;!Society and Class;!Youth;!Strength and Skill;!Isolation;!Principles
The Pit and the Pendulum,Edgar Allan Poe,Death;!Fear;!Versions of Reality;!Life, Existence, and Consciousness
The Plague,Albert Camus,Philosophical Viewpoints: The Absurd, Existentialism, Humanism;!Mortality;!Suffering;!Language and Communication;!Duty;!Freedom and Confinement;!Religion;!Criminality;!Truth;!Love;!Time;!Dreams, Hopes, and Plans
Please Ignore Vera Dietz,Amy Sarig King,Abandonment;!Friendship;!Lies and Deceit;!Guilt and Blame;!Drugs and Alcohol;!Choices;!Memory and the Past;!Duty;!Coming of Age;!Family
Pnin,Vladimir Nabokov,Language and Communication;!The Home;!Love;!Death;!Memory and the Past;!Foreignness and 'The Other';!Visions of America;!Isolation
The Portrait of a Lady,Henry James,Independence;!Identity;!Contrasting Regions;!Women and Femininity;!Possession;!Suffering;!Pride;!Wealth;!Love;!Lies and Deceit;!Men and Masculinity
A Portrait of the Artist as a Young Man,James Joyce,Identity;!Transformation;!Youth;!Dissatisfaction;!Language and Communication;!Religion;!Spirituality;!Sin;!The Home;!Literature and Writing
Possession,A.S. Byatt,Love;!Sexuality and Sexual Identity;!Women and Femininity;!Memory and the Past;!Man and the Natural World;!Spirituality;!Literature and Writing;!Education
Postcards from No Man's Land,Aidan Chambers,Identity;!Love and Sex;!Warfare;!Youth;!Art and Culture;!Courage;!Life, Consciousness, and Existence;!Truth
The Power and the Glory,Graham Greene,Lies and Deceit;!Fear;!Mortality;!Duty;!Power;!Sin;!Hate;!Violence;!Society and Class;!Religion
The Power of One,Bryce Courtenay,Isolation;!Revenge;!Principles;!Race;!Dreams, Hopes, and Plans;!Society and Class;!Religion;!Coming of Age
A Prayer for Owen Meany,John Irving,Religion;!Fate and Free Will;!Mortality;!Friendship;!Family;!Memory and the Past;!Society and Class;!Identity;!Principles;!Appearances
Pride and Prejudice,Jane Austen,Love;!Marriage;!Wealth;!Society and Class;!Women and Femininity;!Family;!Deceit;!Language and Communication;!Principles;!Pride;!Prejudice
Prince Caspian,C.S. Lewis,Courage;!Principles;!Coming of Age;!Good vs. Evil;!Warfare;!Memory and the Past;!The Home;!Religion
The Prince and the Pauper,Mark Twain,Identity;!Justice and Judgment;!Appearances;!Versions of Reality;!Respect and Reputation;!Society and Class;!Wealth;!Family
The Prince,Niccol Machiavelli,Lies and Deceit; Manipulation;!Warfare;!Violence;!Respect and Reputation;!Strength and Skill;!Politics;!Morality and Ethics;!Fear;!Fortune
Princess Academy,Shannon Hale,Family;!Marriage;!Language and Communication;!The Home;!Competition;!Society and Class;!Friendship;!Man and the Natural World;!Memory and the Past;!Coming of Age
Prometheus Bound,Aeschylus,Power;!Suffering;!Man and the Natural World;!Fate and Free Will;!Freedom and Confinement;!Compassion and Forgiveness;!Sacrifice;!Pride;!Justice and Judgment
Pudd'nhead Wilson,Mark Twain,Slavery;!Race;!Women and Femininity;!Morality and Ethics;!Foreignness;!Foolishness;!Deception;!Courage
Punkzilla,Adam Rapp,Drugs and Alcohol;!Appearances;!Sex;!Gender;!Mortality;!Criminality;!Contrasting Regions;!Family
Purgatorio,Dante Alighieri,Time: Haste, Change;!Love;!Education;!Art and Culture;!Politics;!Suffering;!Faith;!Fate and Free Will;!Pride;!Language and Communication
The Purloined Letter,Edgar Allan Poe,Cunning and Cleverness;!Lies and Deceit;!Versions of Reality;!Power;!Rules and Order
Pygmalion,George Bernard Shaw,Language and Communication;!Transformation;!Identity;!Appearance;!Manipulation;!Society and Class;!Women and Femininity;!Dreams, Hopes, and Plans
The Quiet American,Graham Greene,Fear;!Guilt;!Mortality;!Sexuality and Sexual Identity;!Religion;!Isolation;!Warfare;!Lies and Deceit;!Innocence;!Philosophical Viewpoint: Quick-Fix Democracy
RUR,Karel apek,Dreams, Hopes and Plans;!Gender;!Love;!Death;!Power;!Religion;!Society and Class;!Technology and Modernization
Rabbit, Run,John Updike,Sex;!Fear;!Religion;!Identity;!Visions of America;!Drugs and Alcohol;!Transience;!Guilt and Blame
Ragtime,E.L. Doctorow,Mortality;!Women and Femininity;!Repression;!Injustice;!Change;!Time;!Foreignness and 'The Other';!Technology and Modernization
Rainbows End,Vernor Vinge,Technology and Modernization;!Manipulation;!Old Age;!Language and Communication;!Literature and Writing;!Power;!Community;!Identity;!Change;!Art and Culture
Raise High the Roof Beam, Carpenters and Seymour: an Introduction,J.D. Salinger,Admiration;!Language and Communication;!Family;!Spirituality;!Love;!Writing and Literature;!Isolation;!Happiness
A Raisin in the Sun,Lorraine Hansberry,Dreams, Hopes, and Plans;!Race;!Pride;!Family;!Poverty;!Suffering;!Dissatisfaction;!The Home;!Gender;!Choices;!Sacrifice
The Ransom of Red Chief,O. Henry,Criminality;!Justice and Judgment;!Dreams, Hopes and Plans;!Violence
The Raven Boys,Maggie Stiefvater,Friendship;!Family;!The Home;!Jealousy;!Choices;!Fate and Free Will;!Mortality;!The Supernatural;!Exploration;!Society and Class
Rebecca,Daphne du Maurier,Marriage;!Love;!Death;!Sex;!Memory and the Past;!Gender;!Lies and Deceit;!Society and Class;!Justice and Judgment
The Red Badge of Courage,Stephen Crane,Courage;!Warfare;!Men and Masculinity;!Transformation;!Isolation;!Man and the Natural World;!Respect and Reputation;!Duty
Red Harvest,Dashiell Hammett,Men and Masculinity;!Criminality;!Rules and Order;!Violence;!Morality and Ethics;!Wealth;!Lies and Deceit;!Women and Femininity
The Red Pony,John Steinbeck,Coming of Age;!Death;!Family;!Men and Masculinity;!Disappointment;!Duty;!Admiration
The Red Room,H.G. Wells,Fear;!The Supernatural;!Versions of Reality;!Good vs. Evil
Red Scarf Girl,Ji Li Jiang,Fear;!Politics;!Family;!Society and Class;!Dreams, Hopes, and Plans;!Duty;!Identity;!Truth
The Red and the Black,Stendhal (Marie-Henri Beyle),Marriage;!Sex;!Love;!Society and Class;!Dissatisfaction;!Pride;!Gender;!Appearances
The Reformed Vampire Support Group,Catherine Jinks,Suffering;!The Home;!Isolation;!Inertia;!Family;!Courage;!Versions of Reality;!Appearances
The Remains of the Day,Kazuo Ishiguro,Friendship;!Repression;!Guilt and Blame;!Memory and the Past;!Principles (Duty, Dignity, Professionalism);!Society and Class;!Politics (Fascism, Anti-Semitism, Englishness);!Exploration
Repossessed,A. M. Jenkins,Life, Consciousness, and Existence;!Spirituality;!Coming of Age;!Fate and Free Will;!Guilt and Blame;!Wisdom and Knowledge;!Immortality;!Dissatisfaction
The Republic,Plato,Philosophy;!Justice and Judgment;!Politics;!Wisdom and Knowledge;!Literature and Writing;!Truth;!Education;!Morality and Ethics
The Return of Chorb,Vladimir Nabokov,The Supernatural;!Mortality;!Versions of Reality;!Suffering;!Love
The Return of Sherlock Holmes,Sir Arthur Conan Doyle,Lies and Deceit;!Justice and Judgment;!Admiration;!Respect and Reputation;!Foreignness and 'the Other';!Language and Communication;!Criminality;!Science;!Pride;!Marriage
The Return of the King,J.R.R. Tolkien,Sacrifice;!Good vs. Evil;!The Home;!Love;!Perseverance;!Warfare;!Women and Femininity;!Language and Communication
The Return of the Native,Thomas Hardy,Man and the Natural World;!Fate and Free Will;!Love;!Family;!Tradition and Custom;!Pride;!Language and Communication;!Memory and the Past;!Dissatisfaction;!Guilt and Blame;!Isolation
The Returning,Christine Hinwood,Warfare;!Versions of Reality;!Contrasting Regions;!Duty;!Tradition and Customs;!Guilt and Blame;!Family;!Abandonment
The Revenger's Tragedy,Thomas Middleton, previously attributed to Cyril Tourneur,Revenge;!Lies and Deceit;!Lust;!Justice and Judgment;!Respect and Reputation;!Religion;!Violence;!Gender
The Revolutionist,Ernest Hemingway,Community;!Violence;!Loyalty;!Philosophical Viewpoints: Communism;!Man and the Natural World
Revolver,Marcus Sedgwick,Religion;!Wealth;!Truth;!Wisdom and Knowledge;!Violence;!Family;!Fear;!Literature and Writing
Rhinoceros,Eugne Ionesco,Language and Communication;!Guilt and Blame;!Drugs and Alcohol;!Fate and Free Will;!Transformation;!Wisdom and Knowledge;!Man vs. The Natural World;!Identity
Richard II,William Shakespeare,Power;!Family;!Language and Communication;!Identity;!Loyalty;!Gender;!Appearances;!Suffering;!Passivity;!Pride;!Exile
Richard III,William Shakespeare,War;!Fate and Free Will;!Time;!Art and Culture;!Manipulation;!Justice;!Power;!Betrayal;!Man and the Natural World;!Family;!Gender
Rikki-Tikki-Tavi from The Jungle Book,Rudyard Kipling,Coming of Age;!Man & the Natural World;!Good vs. Evil;!Courage & Bravery;!Philosophical Viewpoints: Postcolonialism
The Rise and Fall of the Third Reich,William L. Shirer,Hate;!Warfare;!Education;!Foolishness and Folly;!Sexuality and Sexual Identity;!Lies and Deceit;!Society and Class;!Ambition;!Transformation
Rita Hayworth and the Shawshank Redemption,Stephen King,Freedom and Confinement;!Friendship;!Secrets;!Suffering;!Hope;!Injustice;!Transformation;!Cunning and Cleverness
The River Between Us,Richard Peck,Warfare;!Lies and Deceit;!Gender;!Race;!Time;!Old Age;!Contrasting Regions: North and South;!Versions of Reality
Robinson Crusoe,Daniel Defoe,Religion;!Wealth;!Society and Class;!Man and the Natural World;!Rules and Order;!Family;!Foreignness and 'the Other';!Slavery
The Rocking-Horse Winner,D. H. Lawrence,Family;!Wealth;!Life, Consciousness, and Existence; Luck;!Gender
Roll of Thunder, Hear My Cry,Mildred D. Taylor,Race;!Language;!Poverty;!Religion;!Justice and Injustice;!Community;!Land Ownership;!Education;!Friendship
The Romance of Tristan,Broul,Love;!Lies and Deceit;!Loyalty;!Betrayal;!Justice and Judgment;!Suffering;!Identity;!Fate and Free Will
Romeo and Juliet,William Shakespeare,Love;!Hate;!Sex;!Youth;!Art and Culture;!Transience;!Mortality;!Gender;!Fate and Free Will;!Marriage;!Family;!Foolishness and Folly;!Exile
A Room of One's Own,Virginia Woolf,Women and Femininity;!Literature and Writing;!Wealth (and Poverty);!Freedom and Confinement;!Contrasting Regions: Oxbridge and Fernham;!Power;!Warfare;!Visions of London
A Room with a View,E.M. Forster,Society and Class;!Love;!Identity;!Youth;!Women and Femininity;!Transformation;!Art and Culture;!Lies and Deceit
Roots: The Saga of an American Family,Alex Haley,Contrasting Regions: Africa and America;!Family;!Women and Femininity;!Power;!Suffering;!Memory and the Past;!Religion;!Community;!Slavery;!Race
The Ropemaker,Peter Dickinson,The Supernatural;!Versions of Reality;!Family;!The Home;!Identity;!Power;!Time;!Fate and Free Will;!Appearances;!Coming of Age
A Rose for Emily,William Faulkner,Isolation;!Memory and the Past;!Visions of America;!Versions of Reality;!Compassion and Forgiveness
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,Language and Communication;!Isolation;!Manipulation;!Fear;!Foolishness and Folly;!Passivity;!Versions of Reality;!Fate and Free Will;!Mortality
The Rules of Survival,Nancy Werlin,Family;!Fear;!Violence;!Freedom and Confinement;!Justice and Judgment;!Power;!Perseverance;!The Home;!Lies and Deceit;!Choices
Rules of the Game,Amy Tan,Family;!Manipulation;!Youth;!Freedom and Confinement;!Foreignness and "The Other"
A Russian Beauty,Vladimir Nabokov,Love;!Society and Class;!Suffering;!Appearances
Sabriel,Garth Nix,Coming of Age;!Mortality;!Fate and Free Will;!Good vs. Evil;!The Supernatural;!Courage;!Rules and Order;!Loss
Saint Joan,George Bernard Shaw,Power;!Religion;!Women and Femininity;!Society and Class;!Versions of Reality;!Warfare;!Pride;!Admiration
Salom,Oscar Wilde,Sex;!Death;!Versions of Reality;!Sin;!Religion;!Transformation;!Power;!Fear
Samson Agonistes,John Milton,Religion;!Suffering;!Guilt and Blame;!Strength and Skill;!Fate and Free Will;!Mortality;!Marriage;!Change
Sarah, Plain and Tall,Patricia MacLachlan,Family;!The Home;!Isolation;!Fear;!Sacrifice;!Happiness;!Choices;!Man and the Natural World;!Contrasting Regions;!Dreams, Hopes, and Plans
Savvy,Ingrid Law,Communication;!Family;!Loyalty;!Lies and Deceit;!Suffering;!Perseverance;!Tradition;!The Supernatural;!Innocence and Loss of Innocence
The Scarlet Ibis,James Hurst,Memory and the Past;!Guilt and Blame;!Pride;!Love;!Man and the Natural World;!Transformation
The Scarlet Letter,Nathaniel Hawthorne,Revenge;!Women and Femininity;!Compassion and Forgiveness;!Sin;!Hypocrisy;!Guilt and Blame;!Justice and Judgment;!Isolation;!The Supernatural;!Fate and Free Will;!Man and the Natural World
The Seagull,Anton Chekhov,Love;!Art and Culture;!Literature and Writing;!Jealousy;!Dissatisfaction;!Dreams, Hopes and Plans;!Wealth;!Time
The Secret Agent,Joseph Conrad,Compassion;!Loyalty (Devotion);!Lies and Deceit;!Pride;!Appearances;!Society and Class;!Rules and Order
The Secret Garden,Frances Hodgson Burnett,Abandonment;!The Home;!Isolation;!Happiness;!Weakness;!Man and the Natural World;!Youth;!Contrasting Regions: India and England
The Secret Life of Bees,Sue Monk Kidd,Death;!Prejudice;!Maternity/Femininity;!Lies and Deceit;!Spirituality;!Literature and Writing;!Love;!Freedom and Confinement
The Secret Life of Walter Mitty,James Thurber,Versions of Reality;!Dissatisfaction;!Men and Masculinity;!Marriage;!Identity
The Secret Miracle,Jorge Luis Borges,Versions of Reality;!Literature and Writing;!Warfare;!Religion
The Secret Sharer,Joseph Conrad,Isolation;!Man and the Natural World;!Madness;!Friendship;!Appearances
Secrets at Sea,Richard Peck,Family;!Exploration;!Gender;!Fear;!Marriage;!Contrasting Regions: England and America;!Memory and the Past;!Language and Communication
Seedfolks,Paul Fleischman,Man and the Natural World;!Community;!Race;!Memory and the Past;!Family;!Time;!Language and Communication;!Death
Seize the Day,Saul Bellow,Isolation;!Family;!Compassion and Forgiveness;!Lies and Deceit;!Choices;!Wealth;!Dreams, Hopes, and Plans;!Visions of America
Sense and Sensibility,Jane Austen,Women and Femininity;!Society and Class;!Love;!The Home;!Language and Communication;!Family;!Marriage;!Wealth;!Dreams, Hopes, Plans;!Competition
Sentimental Education,Gustave Flaubert,Society and Class;!Wealth;!Sex;!Morality and Ethics;!Women and Femininity;!Visions of France;!Politics;!Art and Culture
A Separate Peace,John Knowles,Friendship;!Warfare;!Youth;!Identity;!Rules and Order;!Memory and the Past;!Jealousy;!Fear
Shantaram,Gregory David Roberts,Betrayal;!Language & Communication;!Friendship;!Revenge;!Drugs & Alcohol;!Principles;!Poverty;!Criminality;!Exile;!Visions of India
Shiloh,Bobbie Ann Mason,Gender Roles;!Drugs and Alcohol;!Dissatisfaction;!Transformation
Ship Breaker,Paolo Bacigalupi,Society and Class;!Loyalty;!Family;!Violence;!Morality and Ethics;!Fate and Free Will;!Man and the Natural World;!Greed
Shooting the Moon,Frances O'Roark Dowell,Warfare;!Art and Culture;!Versions of Reality;!Fear;!Duty;!Gender;!Memory and the Past;!Life, Consciousness, and Existence
The Short Happy Life of Francis Macomber,Ernest Hemingway,Men and Masculinity;!Courage;!Violence;!Women and Femininity;!Marriage
Siddhartha,Hermann Hesse,Wisdom and Knowledge;!Spirituality;!Man and the Natural World;!Language and Communication;!Time;!Love;!Mortality;!Dissatisfaction
Sideways Stories From Wayside School,Louis Sachar,Foolishness and Folly;!Friendship;!Appearances;!Choices;!The Supernatural;!Education;!Versions of Reality;!Wisdom and Knowledge
The Sign of the Beaver,Elizabeth George Speare,Isolation;!Prejudice;!Coming-of-Age;!Man and Masculinity;!Man and the Natural World;!Compassion and Forgiveness;!Friendship;!Fear;!Family;!Education
Silas Marner,George Eliot,Wealth;!Greed;!Religion;!Isolation;!Community;!Tradition;!Change;!Home
The Silver Chair,C.S. (Clive Staples) Lewis,Truth;!Foreignness and Other;!Courage;!Principles;!Mortality;!Awe and Amazement;!Friendship;!Justice and Judgment;!Transformation;!Good Versus Evil
A Simple Heart,Gustave Flaubert,The Home;!Suffering;!Humility;!Society and Class;!Wealth;!Mortality
Sir Gawain and the Green Knight,Anonymous,Man and the Natural World;!Principles;!Rules and Order;!Appearances;!Respect and Reputation;!Tradition and Customs;!Time;!Awe and Amazement;!The Supernatural
Sister Carrie,Theodore Dreiser,Women and Femininity;!Society and Class;!Isolation/Loneliness;!Morality and Ethics;!Ambition;!Compassion and Forgiveness;!Wealth;!Marriage
The Sisterhood of the Traveling Pants,Brashares, Ann,Friendship;!Disappointment;!Courage;!Appearances;!Women and Femininity;!Transformation;!Avoidance;!Happiness
Skin Hunger: A Resurrection of Magic,Kathleen Duey,Suffering;!The Supernatural;!Society and Class;!Language and Communication;!Versions of Reality;!Rules and Order;!Isolation;!Manipulation
The Sky is Everywhere,Jandy Nelson,Abandonment;!Identity;!Philosophical Viewpoints;!Love;!Man and the Natural World;!Guilt and Blame;!Dreams, Hopes, and Plans;!Mortality
Slam,Nick Hornby,Time;!Love;!Family;!Choices;!Social Class;!Dreams, Hopes, and Plans;!Religion;!The Home
Slaughterhouse-Five,Kurt Vonnegut,Fate and Free Will;!Warfare;!Time;!Suffering;!Morality and Ethics;!Foolishness and Folly;!Freedom and Confinement;!Men and Masculinity;!Literature and Writing
A Small Place,Jamaica Kincaid,Power;!Foreignness and 'The Other';!Race;!Memory and the Past;!Slavery;!Visions of Antigua;!Wealth;!Language and Communication
